"parent","ent_id","level_3"
experiment,field experiment,research method
survey design,card sorting,research method
survey design,survey design problem,research method
neurophysiology,brain computer interaction,research method
functional neuroimaging,voxel-based morphometry,research method
functional neuroimaging,electroencephalography,research method
functional neuroimaging,single photon emission computed tomography,research method
neurophysiology,brain stimulation,research method
biometric measurement,mechanomyography,research method
quantitative observational study,self quantification,research method
digital observation,digital trace data,research method
digital trace data,driving behavior data,research method
product review,Yelp review,research method
digital trace data,Wikipedia profile,research method
empirical qualitative method,case study,research method
case study,single case study,research method
empirical qualitative method,qualitativ observational study,research method
qualitativ observational study,non participant observation,research method
company material,public company material,research method
archival database,biographical database,research method
financial archival database,Thomson Reuters' Securities Data Company,research method
financial archival database,Capital IQ,research method
